day,crimedate,NUMCRIMES
4,2004-03-11,1263
5,2004-03-12,1325
6,2004-03-13,1249
7,2004-03-14,1104
1,2004-03-15,1245
2,2004-03-16,1155
3,2004-03-17,1318
4,2004-03-18,1264
5,2004-03-19,1411
6,2004-03-20,1288
7,2004-03-21,1119
1,2004-03-22,1187
2,2004-03-23,1395
3,2004-03-24,1367
4,2004-03-25,1463
5,2004-03-26,1327
6,2004-03-27,1395
7,2004-03-28,1160
1,2004-03-29,1373
2,2004-03-30,1296
3,2004-03-31,1253
4,2004-04-01,1493
5,2004-04-02,1360
6,2004-04-03,1215
7,2004-04-04,1170
1,2004-04-05,1190
2,2004-04-06,1356
3,2004-04-07,1323
4,2004-04-08,1386
5,2004-04-09,1275
6,2004-04-10,1336
7,2004-04-11,1019
1,2004-04-12,1106
2,2004-04-13,1084
3,2004-04-14,1320
4,2004-04-15,1321
5,2004-04-16,1315
6,2004-04-17,1334
7,2004-04-18,1196
1,2004-04-19,1347
2,2004-04-20,1235
3,2004-04-21,1317
4,2004-04-22,1309
5,2004-04-23,1405
6,2004-04-24,1278
7,2004-04-25,1137
1,2004-04-26,1260
2,2004-04-27,1222
3,2004-04-28,1353
4,2004-04-29,1327
5,2004-04-30,1280
6,2004-05-01,1322
7,2004-05-02,1040
1,2004-05-03,1262
2,2004-05-04,1278
3,2004-05-05,1323
4,2004-05-06,1368
5,2004-05-07,1366
6,2004-05-08,1388
7,2004-05-09,1253
1,2004-05-10,1374
2,2004-05-11,1311
3,2004-05-12,1375
4,2004-05-13,1247
5,2004-05-14,1402
6,2004-05-15,1329
7,2004-05-16,1226
1,2004-05-17,1409
2,2004-05-18,1405
3,2004-05-19,1366
4,2004-05-20,1393
5,2004-05-21,1394
6,2004-05-22,1257
7,2004-05-23,1251
1,2004-05-24,1278
2,2004-05-25,1404
3,2004-05-26,1313
4,2004-05-27,1330
5,2004-05-28,1367
6,2004-05-29,1292
7,2004-05-30,1239
1,2004-05-31,1219
2,2004-06-01,1698
3,2004-06-02,1401
4,2004-06-03,1325
5,2004-06-04,1440
6,2004-06-05,1294
7,2004-06-06,1405
1,2004-06-07,1302
2,2004-06-08,1421
3,2004-06-09,1460
4,2004-06-10,1322
5,2004-06-11,1462
6,2004-06-12,1343
7,2004-06-13,1343
1,2004-06-14,1439
2,2004-06-15,1465
3,2004-06-16,1413
4,2004-06-17,1288
5,2004-06-18,1441
6,2004-06-19,1283
7,2004-06-20,1285
1,2004-06-21,1328
2,2004-06-22,1317
3,2004-06-23,1353
4,2004-06-24,1316
5,2004-06-25,1256
6,2004-06-26,1358
7,2004-06-27,1342
1,2004-06-28,1304
2,2004-06-29,1342
3,2004-06-30,1388
4,2004-07-01,1547
5,2004-07-02,1402
6,2004-07-03,1304
7,2004-07-04,1353
1,2004-07-05,1488
2,2004-07-06,1449
3,2004-07-07,1416
4,2004-07-08,1361
5,2004-07-09,1317
6,2004-07-10,1422
7,2004-07-11,1364
1,2004-07-12,1397
2,2004-07-13,1429
3,2004-07-14,1459
4,2004-07-15,1461
5,2004-07-16,1528
6,2004-07-17,1473
7,2004-07-18,1400
1,2004-07-19,1409
2,2004-07-20,1410
3,2004-07-21,1396
4,2004-07-22,1160
5,2004-07-23,1236
6,2004-07-24,1272
7,2004-07-25,1345
1,2004-07-26,1270
2,2004-07-27,1397
3,2004-07-28,1500
4,2004-07-29,1463
5,2004-07-30,1350
6,2004-07-31,1461
7,2004-08-01,1531
1,2004-08-02,1443
2,2004-08-03,1443
3,2004-08-04,1369
4,2004-08-05,1399
5,2004-08-06,1362
6,2004-08-07,1376
7,2004-08-08,1403
1,2004-08-09,1372
2,2004-08-10,1470
3,2004-08-11,1361
4,2004-08-12,1268
5,2004-08-13,1276
6,2004-08-14,1343
7,2004-08-15,1377
1,2004-08-16,1370
2,2004-08-17,1371
3,2004-08-18,1422
4,2004-08-19,1362
5,2004-08-20,1456
6,2004-08-21,1360
7,2004-08-22,1271
1,2004-08-23,1455
2,2004-08-24,1397
3,2004-08-25,1278
4,2004-08-26,1454
5,2004-08-27,1487
6,2004-08-28,1364
7,2004-08-29,1335
1,2004-08-30,1389
2,2004-08-31,1481
3,2004-09-01,1630
4,2004-09-02,1347
5,2004-09-03,1401
6,2004-09-04,1491
7,2004-09-05,1440
1,2004-09-06,1321
2,2004-09-07,1268
3,2004-09-08,1378
4,2004-09-09,1355
5,2004-09-10,1415
6,2004-09-11,1406
7,2004-09-12,1314
1,2004-09-13,1365
2,2004-09-14,1393
3,2004-09-15,1315
4,2004-09-16,1497
5,2004-09-17,1402
6,2004-09-18,1366
7,2004-09-19,1323
1,2004-09-20,1297
2,2004-09-21,1410
3,2004-09-22,1361
4,2004-09-23,1400
5,2004-09-24,1558
6,2004-09-25,1361
7,2004-09-26,1251
1,2004-09-27,1242
2,2004-09-28,1324
3,2004-09-29,1319
4,2004-09-30,1263
5,2004-10-01,1639
6,2004-10-02,1200
7,2004-10-03,1198
1,2004-10-04,1171
2,2004-10-05,1290
3,2004-10-06,1408
4,2004-10-07,1363
5,2004-10-08,1339
6,2004-10-09,1228
7,2004-10-10,1255
1,2004-10-11,1272
2,2004-10-12,1337
3,2004-10-13,1298
4,2004-10-14,1344
5,2004-10-15,1390
6,2004-10-16,1222
7,2004-10-17,1211
1,2004-10-18,1282
2,2004-10-19,1343
3,2004-10-20,1468
4,2004-10-21,1352
5,2004-10-22,1468
6,2004-10-23,1292
7,2004-10-24,1325
1,2004-10-25,1400
2,2004-10-26,1342
3,2004-10-27,1459
4,2004-10-28,1379
5,2004-10-29,1480
6,2004-10-30,1314
7,2004-10-31,1457
1,2004-11-01,1332
2,2004-11-02,1143
3,2004-11-03,1269
4,2004-11-04,1269
5,2004-11-05,1378
6,2004-11-06,1271
7,2004-11-07,1149
1,2004-11-08,1255
2,2004-11-09,1305
3,2004-11-10,1400
4,2004-11-11,1268
5,2004-11-12,1321
6,2004-11-13,1222
7,2004-11-14,1112
1,2004-11-15,1288
2,2004-11-16,1236
3,2004-11-17,1347
4,2004-11-18,1284
5,2004-11-19,1347
6,2004-11-20,1439
7,2004-11-21,1203
1,2004-11-22,1212
2,2004-11-23,1300
3,2004-11-24,1115
4,2004-11-25,721
5,2004-11-26,1136
6,2004-11-27,1116
7,2004-11-28,1059
1,2004-11-29,1226
2,2004-11-30,1119
3,2004-12-01,1273
4,2004-12-02,1186
5,2004-12-03,1292
6,2004-12-04,1141
7,2004-12-05,1101
1,2004-12-06,1204
2,2004-12-07,1256
3,2004-12-08,1203
4,2004-12-09,1231
5,2004-12-10,1296
6,2004-12-11,1148
7,2004-12-12,1091
1,2004-12-13,1069
2,2004-12-14,1056
3,2004-12-15,1274
4,2004-12-16,1160
5,2004-12-17,1270
6,2004-12-18,981
7,2004-12-19,911
1,2004-12-20,1050
2,2004-12-21,1060
3,2004-12-22,1078
4,2004-12-23,1069
5,2004-12-24,830
6,2004-12-25,671
7,2004-12-26,869
1,2004-12-27,1026
2,2004-12-28,1144
3,2004-12-29,1118
4,2004-12-30,1171
5,2004-12-31,1094
6,2005-01-01,1972
7,2005-01-02,1074
1,2005-01-03,1087
2,2005-01-04,1123
3,2005-01-05,942
4,2005-01-06,947
5,2005-01-07,1146
6,2005-01-08,1025
7,2005-01-09,1021
1,2005-01-10,1180
2,2005-01-11,1157
3,2005-01-12,1243
4,2005-01-13,1204
5,2005-01-14,1114
6,2005-01-15,1093
7,2005-01-16,968
1,2005-01-17,1058
2,2005-01-18,1046
3,2005-01-19,1058
4,2005-01-20,1055
5,2005-01-21,1061
6,2005-01-22,748
7,2005-01-23,794
1,2005-01-24,1048
2,2005-01-25,1248
3,2005-01-26,1129
4,2005-01-27,1054
5,2005-01-28,1088
6,2005-01-29,1099
7,2005-01-30,1018
1,2005-01-31,1068
2,2005-02-01,1241
3,2005-02-02,1120
4,2005-02-03,1072
5,2005-02-04,1245
6,2005-02-05,1143
7,2005-02-06,1007
1,2005-02-07,1078
2,2005-02-08,1176
3,2005-02-09,1132
4,2005-02-10,1160
5,2005-02-11,1225
6,2005-02-12,1126
7,2005-02-13,974
1,2005-02-14,1133
2,2005-02-15,1164
3,2005-02-16,1217
4,2005-02-17,1101
5,2005-02-18,1303
6,2005-02-19,1138
7,2005-02-20,1025
1,2005-02-21,1095
2,2005-02-22,1158
3,2005-02-23,1170
4,2005-02-24,1214
5,2005-02-25,1323
6,2005-02-26,1126
7,2005-02-27,970
1,2005-02-28,1152
2,2005-03-01,1278
3,2005-03-02,1176
4,2005-03-03,1283
5,2005-03-04,1234
6,2005-03-05,1208
7,2005-03-06,1163
1,2005-03-07,1135
2,2005-03-08,1135
3,2005-03-09,1070
4,2005-03-10,1132
5,2005-03-11,1276
6,2005-03-12,1112
7,2005-03-13,1037
1,2005-03-14,1206
2,2005-03-15,1314
3,2005-03-16,1260
4,2005-03-17,1218
5,2005-03-18,1351
6,2005-03-19,1152
7,2005-03-20,1092
1,2005-03-21,1109
2,2005-03-22,1105
3,2005-03-23,1169
4,2005-03-24,1158
5,2005-03-25,1185
6,2005-03-26,1227
7,2005-03-27,1035
1,2005-03-28,1200
2,2005-03-29,1328
3,2005-03-30,1285
4,2005-03-31,1272
5,2005-04-01,1547
6,2005-04-02,1127
7,2005-04-03,1086
1,2005-04-04,1234
2,2005-04-05,1404
3,2005-04-06,1423
4,2005-04-07,1339
5,2005-04-08,1421
6,2005-04-09,1313
7,2005-04-10,1290
1,2005-04-11,1246
2,2005-04-12,1161
3,2005-04-13,1269
4,2005-04-14,1377
5,2005-04-15,1380
6,2005-04-16,1363
7,2005-04-17,1326
1,2005-04-18,1285
2,2005-04-19,1360
3,2005-04-20,1336
4,2005-04-21,1330
5,2005-04-22,1212
6,2005-04-23,1082
7,2005-04-24,1170
1,2005-04-25,1384
2,2005-04-26,1292
3,2005-04-27,1315
4,2005-04-28,1251
5,2005-04-29,1357
6,2005-04-30,1191
7,2005-05-01,1278
1,2005-05-02,1239
2,2005-05-03,1316
3,2005-05-04,1281
4,2005-05-05,1392
5,2005-05-06,1403
6,2005-05-07,1277
7,2005-05-08,1248
1,2005-05-09,1366
2,2005-05-10,1419
3,2005-05-11,1399
4,2005-05-12,1276
5,2005-05-13,1387
6,2005-05-14,1222
7,2005-05-15,1162
1,2005-05-16,1326
2,2005-05-17,1341
3,2005-05-18,1355
4,2005-05-19,1334
5,2005-05-20,1400
6,2005-05-21,1241
7,2005-05-22,1279
1,2005-05-23,1259
2,2005-05-24,1280
3,2005-05-25,1318
4,2005-05-26,1376
5,2005-05-27,1366
6,2005-05-28,1225
7,2005-05-29,1226
1,2005-05-30,1186
2,2005-05-31,1293
3,2005-06-01,1521
4,2005-06-02,1243
5,2005-06-03,1334
6,2005-06-04,1317
7,2005-06-05,1293
1,2005-06-06,1274
2,2005-06-07,1373
3,2005-06-08,1326
4,2005-06-09,1259
5,2005-06-10,1456
6,2005-06-11,1343
7,2005-06-12,1315
1,2005-06-13,1462
2,2005-06-14,1434
3,2005-06-15,1346
4,2005-06-16,1273
5,2005-06-17,1409
6,2005-06-18,1242
7,2005-06-19,1207
1,2005-06-20,1234
2,2005-06-21,1358
3,2005-06-22,1291
4,2005-06-23,1263
5,2005-06-24,1298
6,2005-06-25,1310
7,2005-06-26,1361
1,2005-06-27,1354
2,2005-06-28,1373
3,2005-06-29,1459
4,2005-06-30,1324
5,2005-07-01,1445
6,2005-07-02,1289
7,2005-07-03,1205
1,2005-07-04,1255
2,2005-07-05,1405
3,2005-07-06,1293
4,2005-07-07,1340
5,2005-07-08,1352
6,2005-07-09,1411
7,2005-07-10,1353
1,2005-07-11,1320
2,2005-07-12,1348
3,2005-07-13,1460
4,2005-07-14,1334
5,2005-07-15,1586
6,2005-07-16,1462
7,2005-07-17,1384
1,2005-07-18,1338
2,2005-07-19,1312
3,2005-07-20,1338
4,2005-07-21,1331
5,2005-07-22,1376
6,2005-07-23,1361
7,2005-07-24,1285
1,2005-07-25,1382
2,2005-07-26,1186
3,2005-07-27,1265
4,2005-07-28,1319
5,2005-07-29,1397
6,2005-07-30,1360
7,2005-07-31,1316
1,2005-08-01,1562
2,2005-08-02,1348
3,2005-08-03,1324
4,2005-08-04,1389
5,2005-08-05,1398
6,2005-08-06,1335
7,2005-08-07,1296
1,2005-08-08,1350
2,2005-08-09,1375
3,2005-08-10,1401
4,2005-08-11,1344
5,2005-08-12,1378
6,2005-08-13,1310
7,2005-08-14,1251
1,2005-08-15,1295
2,2005-08-16,1265
3,2005-08-17,1290
4,2005-08-18,1273
5,2005-08-19,1351
6,2005-08-20,1336
7,2005-08-21,1258
1,2005-08-22,1278
2,2005-08-23,1236
3,2005-08-24,1350
4,2005-08-25,1491
5,2005-08-26,1413
6,2005-08-27,1308
7,2005-08-28,1340
1,2005-08-29,1305
2,2005-08-30,1342
3,2005-08-31,1352
4,2005-09-01,1540
5,2005-09-02,1393
6,2005-09-03,1254
7,2005-09-04,1255
1,2005-09-05,1242
2,2005-09-06,1226
3,2005-09-07,1281
4,2005-09-08,1333
5,2005-09-09,1391
6,2005-09-10,1456
7,2005-09-11,1403
1,2005-09-12,1338
2,2005-09-13,1356
3,2005-09-14,1312
4,2005-09-15,1292
5,2005-09-16,1316
6,2005-09-17,1258
7,2005-09-18,1304
1,2005-09-19,1282
2,2005-09-20,1404
3,2005-09-21,1301
4,2005-09-22,1294
5,2005-09-23,1339
6,2005-09-24,1308
7,2005-09-25,1266
1,2005-09-26,1309
2,2005-09-27,1377
3,2005-09-28,1259
4,2005-09-29,1215
5,2005-09-30,1323
6,2005-10-01,1464
7,2005-10-02,1216
1,2005-10-03,1373
2,2005-10-04,1356
3,2005-10-05,1400
4,2005-10-06,1321
5,2005-10-07,1255
6,2005-10-08,1272
7,2005-10-09,1182
1,2005-10-10,1231
2,2005-10-11,1239
3,2005-10-12,1293
4,2005-10-13,1305
5,2005-10-14,1349
6,2005-10-15,1297
7,2005-10-16,1138
1,2005-10-17,1317
2,2005-10-18,1339
3,2005-10-19,1318
4,2005-10-20,1401
5,2005-10-21,1413
6,2005-10-22,1180
7,2005-10-23,1125
1,2005-10-24,1163
2,2005-10-25,1240
3,2005-10-26,1156
4,2005-10-27,1179
5,2005-10-28,1304
6,2005-10-29,1282
7,2005-10-30,1352
1,2005-10-31,1501
2,2005-11-01,1519
3,2005-11-02,1223
4,2005-11-03,1318
5,2005-11-04,1344
6,2005-11-05,1363
7,2005-11-06,1165
1,2005-11-07,1350
2,2005-11-08,1294
3,2005-11-09,1206
4,2005-11-10,1242
5,2005-11-11,1297
6,2005-11-12,1236
7,2005-11-13,1115
1,2005-11-14,1173
2,2005-11-15,1237
3,2005-11-16,1113
4,2005-11-17,1050
5,2005-11-18,1284
6,2005-11-19,1220
7,2005-11-20,1174
1,2005-11-21,1173
2,2005-11-22,1178
3,2005-11-23,1329
4,2005-11-24,774
5,2005-11-25,965
6,2005-11-26,1116
7,2005-11-27,1129
1,2005-11-28,1134
2,2005-11-29,1150
3,2005-11-30,1110
4,2005-12-01,1329
5,2005-12-02,1227
6,2005-12-03,1119
7,2005-12-04,923
1,2005-12-05,960
2,2005-12-06,995
3,2005-12-07,1043
4,2005-12-08,933
5,2005-12-09,1026
6,2005-12-10,959
7,2005-12-11,912
1,2005-12-12,1091
2,2005-12-13,1058
3,2005-12-14,1130
4,2005-12-15,1203
5,2005-12-16,1180
6,2005-12-17,1036
7,2005-12-18,847
1,2005-12-19,955
2,2005-12-20,1005
3,2005-12-21,1124
4,2005-12-22,1155
5,2005-12-23,1199
6,2005-12-24,943
7,2005-12-25,780
1,2005-12-26,1044
2,2005-12-27,1120
3,2005-12-28,1075
4,2005-12-29,1177
5,2005-12-30,1124
6,2005-12-31,997
7,2006-01-01,1911
1,2006-01-02,1030
2,2006-01-03,1158
3,2006-01-04,1160
4,2006-01-05,1120
5,2006-01-06,1212
6,2006-01-07,1191
7,2006-01-08,1150
1,2006-01-09,1087
2,2006-01-10,1151
3,2006-01-11,1285
4,2006-01-12,1232
5,2006-01-13,1213
6,2006-01-14,1145
7,2006-01-15,1167
1,2006-01-16,1144
2,2006-01-17,1227
3,2006-01-18,1137
4,2006-01-19,1378
5,2006-01-20,1167
6,2006-01-21,1039
7,2006-01-22,969
1,2006-01-23,1086
2,2006-01-24,1129
3,2006-01-25,1175
4,2006-01-26,1197
5,2006-01-27,1264
6,2006-01-28,1198
7,2006-01-29,1119
1,2006-01-30,1145
2,2006-01-31,1173
3,2006-02-01,1324
4,2006-02-02,1211
5,2006-02-03,1235
6,2006-02-04,1135
7,2006-02-05,1002
1,2006-02-06,1056
2,2006-02-07,1133
3,2006-02-08,1212
4,2006-02-09,1093
5,2006-02-10,1197
6,2006-02-11,1204
7,2006-02-12,993
1,2006-02-13,1010
2,2006-02-14,1156
3,2006-02-15,1134
4,2006-02-16,1021
5,2006-02-17,1102
6,2006-02-18,891
7,2006-02-19,895
1,2006-02-20,1028
2,2006-02-21,1121
3,2006-02-22,1218
4,2006-02-23,1229
5,2006-02-24,1256
6,2006-02-25,1204
7,2006-02-26,945
1,2006-02-27,1120
2,2006-02-28,1175
3,2006-03-01,1413
4,2006-03-02,1184
5,2006-03-03,1251
6,2006-03-04,1145
7,2006-03-05,941
1,2006-03-06,1020
2,2006-03-07,1182
3,2006-03-08,1128
4,2006-03-09,1228
5,2006-03-10,1315
6,2006-03-11,1268
7,2006-03-12,1115
1,2006-03-13,1052
2,2006-03-14,1101
3,2006-03-15,1318
4,2006-03-16,1227
5,2006-03-17,1349
6,2006-03-18,1115
7,2006-03-19,1051
1,2006-03-20,1059
2,2006-03-21,1115
3,2006-03-22,1244
4,2006-03-23,1234
5,2006-03-24,1313
6,2006-03-25,1081
7,2006-03-26,1182
1,2006-03-27,1204
2,2006-03-28,1229
3,2006-03-29,1316
4,2006-03-30,1296
5,2006-03-31,1308
6,2006-04-01,1368
7,2006-04-02,1065
1,2006-04-03,1184
2,2006-04-04,1365
3,2006-04-05,1202
4,2006-04-06,1245
5,2006-04-07,1234
6,2006-04-08,1150
7,2006-04-09,1111
1,2006-04-10,1144
2,2006-04-11,1270
3,2006-04-12,1204
4,2006-04-13,1259
5,2006-04-14,1292
6,2006-04-15,1311
7,2006-04-16,924
1,2006-04-17,1158
2,2006-04-18,1279
3,2006-04-19,1301
4,2006-04-20,1285
5,2006-04-21,1327
6,2006-04-22,1259
7,2006-04-23,1140
1,2006-04-24,1221
2,2006-04-25,1175
3,2006-04-26,1202
4,2006-04-27,1276
5,2006-04-28,1312
6,2006-04-29,1189
7,2006-04-30,1024
1,2006-05-01,1460
2,2006-05-02,1213
3,2006-05-03,1376
4,2006-05-04,1245
5,2006-05-05,1425
6,2006-05-06,1183
7,2006-05-07,1081
1,2006-05-08,1276
2,2006-05-09,1293
3,2006-05-10,1334
4,2006-05-11,1140
5,2006-05-12,1327
6,2006-05-13,1201
7,2006-05-14,1161
1,2006-05-15,1272
2,2006-05-16,1348
3,2006-05-17,1245
4,2006-05-18,1277
5,2006-05-19,1288
6,2006-05-20,1249
7,2006-05-21,1138
1,2006-05-22,1210
2,2006-05-23,1270
3,2006-05-24,1263
4,2006-05-25,1325
5,2006-05-26,1396
6,2006-05-27,1356
7,2006-05-28,1250
1,2006-05-29,1221
2,2006-05-30,1421
3,2006-05-31,1373
4,2006-06-01,1485
5,2006-06-02,1310
6,2006-06-03,1355
7,2006-06-04,1194
1,2006-06-05,1259
2,2006-06-06,1251
3,2006-06-07,1334
4,2006-06-08,1298
5,2006-06-09,1335
6,2006-06-10,1254
7,2006-06-11,1204
1,2006-06-12,1260
2,2006-06-13,1260
3,2006-06-14,1351
4,2006-06-15,1273
5,2006-06-16,1391
6,2006-06-17,1324
7,2006-06-18,1272
1,2006-06-19,1267
2,2006-06-20,1348
3,2006-06-21,1315
4,2006-06-22,1349
5,2006-06-23,1360
6,2006-06-24,1161
7,2006-06-25,1252
1,2006-06-26,1270
2,2006-06-27,1214
3,2006-06-28,1348
4,2006-06-29,1228
5,2006-06-30,1293
6,2006-07-01,1539
7,2006-07-02,1285
1,2006-07-03,1306
2,2006-07-04,1283
3,2006-07-05,1373
4,2006-07-06,1225
5,2006-07-07,1398
6,2006-07-08,1322
7,2006-07-09,1321
1,2006-07-10,1358
2,2006-07-11,1180
3,2006-07-12,1312
4,2006-07-13,1392
5,2006-07-14,1334
6,2006-07-15,1358
7,2006-07-16,1269
1,2006-07-17,1367
2,2006-07-18,1464
3,2006-07-19,1341
4,2006-07-20,1279
5,2006-07-21,1384
6,2006-07-22,1358
7,2006-07-23,1277
1,2006-07-24,1405
2,2006-07-25,1415
3,2006-07-26,1462
4,2006-07-27,1375
5,2006-07-28,1306
6,2006-07-29,1342
7,2006-07-30,1289
1,2006-07-31,1234
2,2006-08-01,1483
3,2006-08-02,1273
4,2006-08-03,1354
5,2006-08-04,1376
6,2006-08-05,1373
7,2006-08-06,1321
1,2006-08-07,1308
2,2006-08-08,1358
3,2006-08-09,1273
4,2006-08-10,1299
5,2006-08-11,1423
6,2006-08-12,1339
7,2006-08-13,1249
1,2006-08-14,1256
2,2006-08-15,1290
3,2006-08-16,1237
4,2006-08-17,1274
5,2006-08-18,1280
6,2006-08-19,1303
7,2006-08-20,1303
1,2006-08-21,1312
2,2006-08-22,1223
3,2006-08-23,1302
4,2006-08-24,1288
5,2006-08-25,1342
6,2006-08-26,1339
7,2006-08-27,1242
1,2006-08-28,1237
2,2006-08-29,1229
3,2006-08-30,1360
4,2006-08-31,1252
5,2006-09-01,1482
6,2006-09-02,1385
7,2006-09-03,1206
1,2006-09-04,1104
2,2006-09-05,1287
3,2006-09-06,1237
4,2006-09-07,1278
5,2006-09-08,1417
6,2006-09-09,1342
7,2006-09-10,1159
1,2006-09-11,1103
2,2006-09-12,1246
3,2006-09-13,1195
4,2006-09-14,1228
5,2006-09-15,1414
6,2006-09-16,1326
7,2006-09-17,1264
1,2006-09-18,1139
2,2006-09-19,1165
3,2006-09-20,1250
4,2006-09-21,1330
5,2006-09-22,1311
6,2006-09-23,1210
7,2006-09-24,1169
1,2006-09-25,1195
2,2006-09-26,1361
3,2006-09-27,1235
4,2006-09-28,1208
5,2006-09-29,1303
6,2006-09-30,1224
7,2006-10-01,1333
1,2006-10-02,1134
2,2006-10-03,1204
3,2006-10-04,1362
4,2006-10-05,1282
5,2006-10-06,1363
6,2006-10-07,1331
7,2006-10-08,1334
1,2006-10-09,1125
2,2006-10-10,1254
3,2006-10-11,1156
4,2006-10-12,1071
5,2006-10-13,1316
6,2006-10-14,1263
7,2006-10-15,1238
1,2006-10-16,1167
2,2006-10-17,1220
3,2006-10-18,1223
4,2006-10-19,1308
5,2006-10-20,1401
6,2006-10-21,1278
7,2006-10-22,1105
1,2006-10-23,1118
2,2006-10-24,1231
3,2006-10-25,1197
4,2006-10-26,1119
5,2006-10-27,1337
6,2006-10-28,1213
7,2006-10-29,1213
1,2006-10-30,1268
2,2006-10-31,1497
3,2006-11-01,1474
4,2006-11-02,1161
5,2006-11-03,1264
6,2006-11-04,1172
7,2006-11-05,1086
1,2006-11-06,1309
2,2006-11-07,1238
3,2006-11-08,1229
4,2006-11-09,1266
5,2006-11-10,1226
6,2006-11-11,1166
7,2006-11-12,1069
1,2006-11-13,1097
2,2006-11-14,1156
3,2006-11-15,1201
4,2006-11-16,1237
5,2006-11-17,1360
6,2006-11-18,1190
7,2006-11-19,972
1,2006-11-20,1147
2,2006-11-21,1230
3,2006-11-22,1182
4,2006-11-23,913
5,2006-11-24,1067
6,2006-11-25,1261
7,2006-11-26,1233
1,2006-11-27,1185
2,2006-11-28,1287
3,2006-11-29,1105
4,2006-11-30,1085
5,2006-12-01,1203
6,2006-12-02,968
7,2006-12-03,798
1,2006-12-04,984
2,2006-12-05,1007
3,2006-12-06,1068
4,2006-12-07,990
5,2006-12-08,1071
6,2006-12-09,1032
7,2006-12-10,1091
1,2006-12-11,1106
2,2006-12-12,1322
3,2006-12-13,1274
4,2006-12-14,1327
5,2006-12-15,1401
6,2006-12-16,1214
7,2006-12-17,1050
1,2006-12-18,1210
2,2006-12-19,1155
3,2006-12-20,1243
4,2006-12-21,1194
5,2006-12-22,1256
6,2006-12-23,1115
7,2006-12-24,879
1,2006-12-25,705
2,2006-12-26,994
3,2006-12-27,1143
4,2006-12-28,1118
5,2006-12-29,1083
6,2006-12-30,1187
7,2006-12-31,953
1,2007-01-01,1952
2,2007-01-02,1029
3,2007-01-03,1123
4,2007-01-04,1037
5,2007-01-05,1319
6,2007-01-06,1079
7,2007-01-07,1012
1,2007-01-08,1059
2,2007-01-09,1126
3,2007-01-10,1182
4,2007-01-11,1177
5,2007-01-12,1278
6,2007-01-13,1123
7,2007-01-14,991
1,2007-01-15,948
2,2007-01-16,1075
3,2007-01-17,1017
4,2007-01-18,1122
5,2007-01-19,1176
6,2007-01-20,1119
7,2007-01-21,891
1,2007-01-22,1054
2,2007-01-23,1011
3,2007-01-24,1055
4,2007-01-25,1114
5,2007-01-26,1167
6,2007-01-27,1096
7,2007-01-28,865
1,2007-01-29,961
2,2007-01-30,1010
3,2007-01-31,940
4,2007-02-01,1178
5,2007-02-02,1054
6,2007-02-03,880
7,2007-02-04,754
1,2007-02-05,836
2,2007-02-06,849
3,2007-02-07,968
4,2007-02-08,941
5,2007-02-09,1022
6,2007-02-10,942
7,2007-02-11,849
1,2007-02-12,899
2,2007-02-13,774
3,2007-02-14,827
4,2007-02-15,945
5,2007-02-16,1004
6,2007-02-17,909
7,2007-02-18,814
1,2007-02-19,962
2,2007-02-20,1166
3,2007-02-21,1165
4,2007-02-22,1100
5,2007-02-23,1300
6,2007-02-24,990
7,2007-02-25,860
1,2007-02-26,955
2,2007-02-27,1092
3,2007-02-28,1102
4,2007-03-01,1230
5,2007-03-02,1190
6,2007-03-03,1137
7,2007-03-04,1000
1,2007-03-05,960
2,2007-03-06,969
3,2007-03-07,1093
4,2007-03-08,1128
5,2007-03-09,1251
6,2007-03-10,1227
7,2007-03-11,1093
1,2007-03-12,1271
2,2007-03-13,1283
3,2007-03-14,1163
4,2007-03-15,1181
5,2007-03-16,1267
6,2007-03-17,1106
7,2007-03-18,1087
1,2007-03-19,1136
2,2007-03-20,1195
3,2007-03-21,1149
4,2007-03-22,1232
5,2007-03-23,1273
6,2007-03-24,1209
7,2007-03-25,1211
1,2007-03-26,1230
2,2007-03-27,1214
3,2007-03-28,1176
4,2007-03-29,1245
5,2007-03-30,1241
6,2007-03-31,1205
7,2007-04-01,1269
1,2007-04-02,1190
2,2007-04-03,1188
3,2007-04-04,1050
4,2007-04-05,1058
5,2007-04-06,1097
6,2007-04-07,1025
7,2007-04-08,982
1,2007-04-09,1133
2,2007-04-10,1186
3,2007-04-11,1073
4,2007-04-12,1166
5,2007-04-13,1323
6,2007-04-14,1243
7,2007-04-15,1229
1,2007-04-16,1206
2,2007-04-17,1294
3,2007-04-18,1169
4,2007-04-19,1196
5,2007-04-20,1402
6,2007-04-21,1280
7,2007-04-22,1274
1,2007-04-23,1294
2,2007-04-24,1179
3,2007-04-25,1074
4,2007-04-26,1039
5,2007-04-27,1289
6,2007-04-28,1318
7,2007-04-29,1174
1,2007-04-30,1239
2,2007-05-01,1417
3,2007-05-02,1280
4,2007-05-03,1277
5,2007-05-04,1355
6,2007-05-05,1239
7,2007-05-06,1142
1,2007-05-07,1306
2,2007-05-08,1286
3,2007-05-09,1353
4,2007-05-10,1332
5,2007-05-11,1322
6,2007-05-12,1213
7,2007-05-13,1111
1,2007-05-14,1346
2,2007-05-15,1334
3,2007-05-16,1262
4,2007-05-17,1317
5,2007-05-18,1377
6,2007-05-19,1277
7,2007-05-20,1165
1,2007-05-21,1261
2,2007-05-22,1303
3,2007-05-23,1360
4,2007-05-24,1397
5,2007-05-25,1417
