date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,day,crimedate,NUMCRIMES
2015-07-12,2015,07,12,75.0,65.4,1014.6,8.5,5.9,9.9,999.9,82.9,64.9,0.09,999.9,0,7,2015-07-12,801
2015-07-13,2015,07,13,78.0,67.6,1007.4,10.0,9.1,26.0,33.0,88.0,69.1,0.06,999.9,0,1,2015-07-13,782
2015-07-14,2015,07,14,78.0,66.1,1002.4,10.0,9.3,17.1,25.1,88.0,70.0,0.66,999.9,0,2,2015-07-14,711
2015-07-15,2015,07,15,68.2,52.4,1013.7,10.0,10.0,15.9,22.0,84.0,62.1,0.0,999.9,0,3,2015-07-15,794
2015-07-16,2015,07,16,69.4,57.2,1015.2,9.6,6.9,14.0,20.0,79.0,62.1,0.0,999.9,0,4,2015-07-16,673
2015-07-17,2015,07,17,80.0,70.8,1007.5,8.4,7.8,11.1,18.1,93.0,63.0,0.52,999.9,0,5,2015-07-17,824
2015-07-18,2015,07,18,82.5,70.8,1008.9,10.0,8.0,17.1,29.9,93.0,73.9,0.03,999.9,0,6,2015-07-18,776
2015-07-19,2015,07,19,82.1,68.8,1010.2,10.0,7.0,14.0,21.0,93.0,75.9,0.03,999.9,0,7,2015-07-19,763
2015-07-20,2015,07,20,77.6,61.5,1009.2,10.0,5.8,12.0,18.1,89.1,68.0,0.0,999.9,0,1,2015-07-20,778
2015-07-21,2015,07,21,77.1,57.7,1009.4,10.0,7.4,9.9,15.9,89.1,68.0,0.0,999.9,0,2,2015-07-21,776
2015-07-22,2015,07,22,75.9,54.3,1013.5,10.0,4.1,9.9,999.9,84.0,66.9,0.0,999.9,0,3,2015-07-22,774
2015-07-23,2015,07,23,77.7,56.0,1014.7,10.0,4.1,9.9,999.9,86.0,66.9,0.0,999.9,0,4,2015-07-23,810
2015-07-24,2015,07,24,79.2,59.2,1014.9,10.0,6.0,15.0,24.1,87.1,66.9,0.0,999.9,0,5,2015-07-24,867
2015-07-25,2015,07,25,80.8,66.7,1012.1,10.0,8.2,15.0,999.9,91.9,69.1,0.0,999.9,0,6,2015-07-25,831
2015-07-26,2015,07,26,77.4,64.7,1013.0,10.0,4.7,11.1,999.9,91.9,71.1,0.0,999.9,0,7,2015-07-26,802
2015-07-27,2015,07,27,80.3,64.2,1014.0,9.5,6.8,14.0,18.1,90.0,71.1,0.0,999.9,0,1,2015-07-27,835
2015-07-28,2015,07,28,82.9,66.1,1013.8,10.0,6.8,14.0,999.9,93.9,71.1,0.0,999.9,0,2,2015-07-28,767
2015-07-29,2015,07,29,83.3,65.7,1012.8,9.5,8.0,15.0,22.0,93.9,73.9,0.07,999.9,0,3,2015-07-29,763
2015-07-30,2015,07,30,80.0,54.5,1015.7,10.0,9.5,15.0,22.0,90.0,69.1,0.0,999.9,0,4,2015-07-30,775
2015-07-31,2015,07,31,80.7,55.8,1014.4,10.0,9.9,19.0,28.9,90.0,69.1,0.0,999.9,0,5,2015-07-31,781
2015-08-01,2015,08,01,78.2,52.9,1013.6,10.0,8.0,13.0,22.0,90.0,66.0,0.0,999.9,0,6,2015-08-01,1043
2015-08-02,2015,08,02,82.5,64.6,1008.9,10.0,12.6,21.0,29.9,95.0,66.0,0.0,999.9,0,7,2015-08-02,821
2015-08-03,2015,08,03,77.8,59.0,1007.8,9.8,9.5,27.0,34.0,95.0,68.0,1.06,999.9,0,1,2015-08-03,729
2015-08-04,2015,08,04,75.0,53.2,1012.8,10.0,6.1,14.0,18.1,84.0,64.0,0.0,999.9,0,2,2015-08-04,761
2015-08-05,2015,08,05,75.6,56.5,1015.9,10.0,5.1,12.0,14.0,84.0,64.0,0.0,999.9,0,3,2015-08-05,771
2015-08-06,2015,08,06,76.2,60.0,1013.7,10.0,7.9,12.0,15.9,84.0,64.9,0.0,999.9,0,4,2015-08-06,809
2015-08-07,2015,08,07,76.4,57.5,1012.0,10.0,7.5,11.1,15.9,84.9,68.0,0.0,999.9,0,5,2015-08-07,839
2015-08-08,2015,08,08,78.1,62.0,1011.4,10.0,6.5,8.9,999.9,84.9,68.0,0.0,999.9,0,6,2015-08-08,849
2015-08-09,2015,08,09,74.6,65.5,1013.6,7.2,4.3,8.9,999.9,84.9,70.0,0.0,999.9,0,7,2015-08-09,745
2015-08-10,2015,08,10,77.8,67.6,1010.7,8.8,4.8,15.9,22.9,86.0,70.0,0.0,999.9,0,1,2015-08-10,808
2015-08-11,2015,08,11,75.0,62.1,1014.7,10.0,6.9,14.0,18.1,86.0,68.0,0.25,999.9,0,2,2015-08-11,790
2015-08-12,2015,08,12,72.7,57.4,1019.7,10.0,4.4,8.9,17.1,82.0,64.9,0.0,999.9,0,3,2015-08-12,760
2015-08-13,2015,08,13,75.6,59.9,1018.3,10.0,7.8,14.0,18.1,86.0,64.9,0.0,999.9,0,4,2015-08-13,784
2015-08-14,2015,08,14,79.4,65.9,1017.6,10.0,8.3,11.1,999.9,90.0,66.9,0.0,999.9,0,5,2015-08-14,808
2015-08-15,2015,08,15,78.0,67.2,1018.3,9.8,6.2,24.1,36.9,90.0,70.0,0.29,999.9,0,6,2015-08-15,823
2015-08-16,2015,08,16,80.7,68.1,1017.7,10.0,7.1,14.0,21.0,91.0,72.0,0.05,999.9,0,7,2015-08-16,865
2015-08-17,2015,08,17,81.2,67.3,1015.5,10.0,6.9,13.0,999.9,91.0,72.0,0.0,999.9,0,1,2015-08-17,741
2015-08-18,2015,08,18,75.8,66.7,1010.3,8.5,7.1,18.1,28.0,90.0,70.0,0.7,999.9,0,2,2015-08-18,761
2015-08-19,2015,08,19,73.9,62.6,1004.7,9.7,12.2,18.1,33.0,81.0,69.8,0.94,999.9,0,3,2015-08-19,792
2015-08-20,2015,08,20,67.2,52.0,1008.9,10.0,14.0,19.0,27.0,75.0,60.8,0.0,999.9,0,4,2015-08-20,838
2015-08-21,2015,08,21,71.7,53.3,1017.0,10.0,7.4,12.0,19.0,84.0,60.1,0.0,999.9,0,5,2015-08-21,858
2015-08-22,2015,08,22,75.3,55.5,1017.6,10.0,7.8,15.0,25.1,84.0,60.1,0.0,999.9,0,6,2015-08-22,845
2015-08-23,2015,08,23,74.1,58.9,1012.2,9.6,9.9,17.1,24.1,82.9,66.0,0.0,999.9,0,7,2015-08-23,806
2015-08-24,2015,08,24,67.4,48.8,1013.1,10.0,11.4,20.0,32.1,79.0,57.0,0.09,999.9,0,1,2015-08-24,724
2015-08-25,2015,08,25,65.4,47.6,1015.3,10.0,8.6,17.1,27.0,75.9,57.0,0.0,999.9,0,2,2015-08-25,767
2015-08-26,2015,08,26,64.2,52.0,1019.6,10.0,5.3,8.0,999.9,73.0,59.0,0.0,999.9,0,3,2015-08-26,792
2015-08-27,2015,08,27,65.5,52.8,1021.3,9.9,3.8,9.9,999.9,75.0,55.9,0.0,999.9,0,4,2015-08-27,764
2015-08-28,2015,08,28,68.8,57.3,1019.4,9.9,4.9,8.0,999.9,75.9,55.9,0.0,999.9,0,5,2015-08-28,806
2015-08-29,2015,08,29,70.8,62.3,1016.4,9.3,5.6,9.9,999.9,75.9,62.1,0.22,999.9,0,6,2015-08-29,760
2015-08-30,2015,08,30,71.0,63.9,1016.5,5.7,4.3,8.0,999.9,78.1,66.0,0.15,999.9,0,7,2015-08-30,799
2015-08-31,2015,08,31,74.8,65.4,1016.5,7.0,2.3,7.0,999.9,87.1,64.9,0.0,999.9,0,1,2015-08-31,745
2015-09-01,2015,09,01,80.8,69.8,1015.8,9.6,6.6,14.0,20.0,89.1,64.9,0.0,999.9,0,2,2015-09-01,952
2015-09-02,2015,09,02,82.2,69.0,1015.4,9.8,7.6,12.0,18.1,91.9,73.0,0.0,999.9,0,3,2015-09-02,800
2015-09-03,2015,09,03,83.9,67.6,1012.6,10.0,7.5,14.0,19.0,93.0,73.0,0.0,999.9,0,4,2015-09-03,875
2015-09-04,2015,09,04,76.9,66.9,1014.5,9.8,6.1,14.0,999.9,93.0,72.0,0.0,999.9,0,5,2015-09-04,815
2015-09-05,2015,09,05,76.9,66.5,1017.4,9.9,6.2,11.1,999.9,87.1,72.0,0.0,999.9,0,6,2015-09-05,765
2015-09-06,2015,09,06,82.8,65.7,1016.7,10.0,6.9,12.0,20.0,93.9,73.0,0.02,999.9,0,7,2015-09-06,818
2015-09-07,2015,09,07,83.6,66.9,1013.8,10.0,7.5,12.0,999.9,93.9,73.9,0.0,999.9,0,1,2015-09-07,808
2015-09-08,2015,09,08,80.0,69.1,1011.1,9.4,8.0,19.0,28.0,90.0,73.9,0.0,999.9,1,2,2015-09-08,717
2015-09-09,2015,09,09,72.4,61.2,1013.6,9.8,6.2,12.0,999.9,88.0,68.0,1.01,999.9,0,3,2015-09-09,711
2015-09-10,2015,09,10,66.6,56.2,1013.8,10.0,4.5,12.0,18.1,78.1,59.0,0.0,999.9,0,4,2015-09-10,658
2015-09-11,2015,09,11,63.4,56.0,1013.9,9.7,7.2,18.1,26.0,77.0,59.0,0.22,999.9,0,5,2015-09-11,691
2015-09-12,2015,09,12,59.2,46.0,1016.8,9.8,10.5,15.9,19.0,69.1,54.0,0.24,999.9,0,6,2015-09-12,724
2015-09-13,2015,09,13,60.3,44.0,1016.6,10.0,6.8,12.0,15.0,71.1,50.0,0.13,999.9,0,7,2015-09-13,734
2015-09-14,2015,09,14,67.4,47.9,1016.6,10.0,9.3,17.1,28.0,82.9,50.0,0.0,999.9,0,1,2015-09-14,790
2015-09-15,2015,09,15,73.7,52.0,1020.7,10.0,10.2,15.0,25.1,84.0,55.9,0.0,999.9,0,2,2015-09-15,811
2015-09-16,2015,09,16,73.5,51.3,1021.5,10.0,8.6,15.9,22.9,84.0,61.0,0.0,999.9,0,3,2015-09-16,766
2015-09-17,2015,09,17,75.0,58.0,1016.3,10.0,9.3,14.0,26.0,87.1,61.0,0.0,999.9,0,4,2015-09-17,717
2015-09-18,2015,09,18,74.2,66.4,1009.6,7.7,8.8,15.9,24.1,87.1,66.0,0.26,999.9,0,5,2015-09-18,791
2015-09-19,2015,09,19,66.8,56.8,1011.7,8.7,9.6,20.0,27.0,79.0,59.0,1.7,999.9,0,6,2015-09-19,792
2015-09-20,2015,09,20,62.4,48.6,1020.8,10.0,3.2,8.0,999.9,72.0,53.1,0.04,999.9,0,7,2015-09-20,811
2015-09-21,2015,09,21,64.5,48.8,1020.1,10.0,5.6,9.9,999.9,73.0,53.1,0.0,999.9,0,1,2015-09-21,735
2015-09-22,2015,09,22,67.8,50.7,1020.8,10.0,4.8,8.9,999.9,81.0,55.9,0.0,999.9,0,2,2015-09-22,776
2015-09-23,2015,09,23,70.6,51.0,1023.2,10.0,4.6,11.1,999.9,81.0,57.0,0.0,999.9,0,3,2015-09-23,831
2015-09-24,2015,09,24,69.7,55.7,1023.5,10.0,6.0,9.9,999.9,80.1,61.0,0.0,999.9,0,4,2015-09-24,716
2015-09-25,2015,09,25,69.6,57.8,1023.0,10.0,7.1,13.0,999.9,78.1,62.1,0.0,999.9,0,5,2015-09-25,809
2015-09-26,2015,09,26,69.2,57.5,1022.9,10.0,7.6,13.0,999.9,75.9,61.0,0.0,999.9,0,6,2015-09-26,792
2015-09-27,2015,09,27,70.1,58.7,1019.1,10.0,6.5,8.9,999.9,75.9,61.0,0.0,999.9,0,7,2015-09-27,801
2015-09-28,2015,09,28,72.4,62.9,1015.2,10.0,5.2,8.0,999.9,81.0,66.9,0.0,999.9,0,1,2015-09-28,753
2015-09-29,2015,09,29,67.6,58.6,1014.5,9.8,9.3,19.0,27.0,81.0,60.1,0.0,999.9,0,2,2015-09-29,669
2015-09-30,2015,09,30,59.2,44.2,1021.3,10.0,15.2,20.0,26.0,72.0,55.9,0.0,999.9,0,3,2015-09-30,678
2015-10-01,2015,10,01,57.4,41.3,1024.9,10.0,16.8,25.1,33.0,63.0,54.0,0.0,999.9,0,4,2015-10-01,885
2015-10-02,2015,10,02,56.6,40.0,1026.3,10.0,19.1,24.1,29.9,62.1,53.1,0.0,999.9,0,5,2015-10-02,799
2015-10-03,2015,10,03,52.9,39.1,1023.4,9.6,17.7,22.0,28.9,59.0,50.0,0.02,999.9,0,6,2015-10-03,708
2015-10-04,2015,10,04,53.4,46.3,1022.0,10.0,13.0,20.0,27.0,60.1,48.9,0.02,999.9,0,7,2015-10-04,653
2015-10-05,2015,10,05,58.4,53.2,1021.4,7.4,7.4,12.0,999.9,61.0,51.1,0.0,999.9,0,1,2015-10-05,755
2015-10-06,2015,10,06,60.8,54.1,1020.6,6.7,5.7,8.0,999.9,68.0,57.0,0.0,999.9,0,2,2015-10-06,752
2015-10-07,2015,10,07,62.3,53.8,1019.7,8.5,5.5,12.0,999.9,73.0,55.9,0.0,999.9,0,3,2015-10-07,718
2015-10-08,2015,10,08,64.5,52.1,1016.3,10.0,7.7,14.0,20.0,79.0,55.0,0.0,999.9,0,4,2015-10-08,701
2015-10-09,2015,10,09,62.0,50.4,1017.2,9.9,10.9,15.0,21.0,79.0,55.0,0.0,999.9,0,5,2015-10-09,795
2015-10-10,2015,10,10,55.6,42.6,1021.9,10.0,5.0,11.1,999.9,66.9,45.0,0.0,999.9,0,6,2015-10-10,728
2015-10-11,2015,10,11,63.3,45.4,1010.8,10.0,9.8,15.9,24.1,80.1,45.0,0.0,999.9,0,7,2015-10-11,735
2015-10-12,2015,10,12,68.2,47.1,1000.6,10.0,12.6,21.0,35.9,80.1,53.1,0.0,999.9,0,1,2015-10-12,730
2015-10-13,2015,10,13,57.5,40.5,1003.9,10.0,10.7,18.1,26.0,77.0,51.1,0.0,999.9,0,2,2015-10-13,741
2015-10-14,2015,10,14,54.4,38.7,1013.6,10.0,6.6,9.9,999.9,64.9,45.0,0.0,999.9,0,3,2015-10-14,764
2015-10-15,2015,10,15,57.3,35.1,1015.8,10.0,9.5,18.1,28.0,71.1,45.0,0.0,999.9,0,4,2015-10-15,816
2015-10-16,2015,10,16,51.1,28.9,1023.0,10.0,8.8,15.0,22.9,71.1,44.1,0.0,999.9,0,5,2015-10-16,734
2015-10-17,2015,10,17,44.8,21.5,1029.2,10.0,8.5,13.0,20.0,55.9,36.0,0.0,999.9,0,6,2015-10-17,706
2015-10-18,2015,10,18,46.8,26.9,1030.8,10.0,2.8,7.0,999.9,61.0,35.1,0.0,999.9,0,7,2015-10-18,676
2015-10-19,2015,10,19,57.7,29.0,1022.6,10.0,13.2,21.0,28.9,73.9,35.1,0.0,999.9,0,1,2015-10-19,788
2015-10-20,2015,10,20,65.0,36.3,1017.8,10.0,11.5,17.1,27.0,77.0,46.9,0.0,999.9,0,2,2015-10-20,785
2015-10-21,2015,10,21,66.2,49.5,1018.6,10.0,10.1,18.1,25.1,77.0,55.0,0.09,999.9,0,3,2015-10-21,794
2015-10-22,2015,10,22,61.2,48.1,1022.3,10.0,7.5,9.9,999.9,77.0,55.9,0.0,999.9,0,4,2015-10-22,773
2015-10-23,2015,10,23,57.4,43.2,1021.9,9.9,9.7,15.9,999.9,64.0,54.0,0.0,999.9,0,5,2015-10-23,777
2015-10-24,2015,10,24,63.8,56.7,1010.8,9.0,11.9,25.1,32.1,68.0,54.0,0.04,999.9,0,6,2015-10-24,765
2015-10-25,2015,10,25,52.8,38.1,1025.3,10.0,6.1,17.1,26.0,68.0,42.1,0.12,999.9,0,7,2015-10-25,728
2015-10-26,2015,10,26,52.2,37.6,1028.5,10.0,4.8,9.9,999.9,63.0,42.1,0.0,999.9,0,1,2015-10-26,781
2015-10-27,2015,10,27,54.7,41.5,1022.4,9.7,9.6,19.0,21.0,62.1,42.1,0.0,999.9,0,2,2015-10-27,651
2015-10-28,2015,10,28,53.8,49.5,1001.0,4.8,11.9,22.0,28.0,57.9,46.0,0.48,999.9,0,3,2015-10-28,682
2015-10-29,2015,10,29,42.2,31.5,1004.2,10.0,15.2,20.0,29.9,57.9,37.9,0.06,999.9,0,4,2015-10-29,669
2015-10-30,2015,10,30,46.9,35.8,1018.4,10.0,4.5,8.9,999.9,57.0,37.0,0.0,999.9,0,5,2015-10-30,776
2015-10-31,2015,10,31,48.8,41.0,1014.7,7.1,8.8,12.0,22.0,57.0,37.0,0.0,999.9,0,6,2015-10-31,721
2015-11-01,2015,11,01,54.7,42.9,1011.4,9.6,10.9,17.1,24.1,64.9,46.0,0.74,999.9,0,7,2015-11-01,992
2015-11-02,2015,11,02,60.3,43.2,1014.7,10.0,8.9,15.0,22.0,73.9,46.0,0.0,999.9,0,1,2015-11-02,785
2015-11-03,2015,11,03,61.0,49.0,1018.0,10.0,5.7,9.9,999.9,73.9,50.0,0.0,999.9,0,2,2015-11-03,749
2015-11-04,2015,11,04,60.3,53.5,1019.1,7.0,5.2,12.0,999.9,73.0,50.0,0.0,999.9,1,3,2015-11-04,791
2015-11-05,2015,11,05,65.6,56.2,1015.8,9.4,10.1,19.0,27.0,73.0,50.0,0.0,999.9,0,4,2015-11-05,754
2015-11-06,2015,11,06,55.8,46.9,1013.7,8.8,14.1,22.9,31.1,71.1,46.0,0.47,999.9,0,5,2015-11-06,747
2015-11-07,2015,11,07,46.4,33.8,1024.6,10.0,8.3,17.1,22.9,66.9,37.9,0.0,999.9,0,6,2015-11-07,691
2015-11-08,2015,11,08,44.0,26.4,1030.0,10.0,3.6,8.0,999.9,55.0,34.0,0.0,999.9,0,7,2015-11-08,705
2015-11-09,2015,11,09,46.1,28.0,1025.4,10.0,3.4,7.0,999.9,55.9,34.0,0.0,999.9,0,1,2015-11-09,684
2015-11-10,2015,11,10,48.9,33.4,1019.7,10.0,3.5,7.0,999.9,57.9,35.1,0.0,999.9,0,2,2015-11-10,640
2015-11-11,2015,11,11,51.7,35.6,1011.8,10.0,8.1,20.0,29.9,64.0,37.9,0.0,999.9,0,3,2015-11-11,686
2015-11-12,2015,11,12,49.7,40.6,998.6,8.4,19.9,29.9,40.0,64.0,43.0,0.74,999.9,0,4,2015-11-12,693
2015-11-13,2015,11,13,43.3,26.1,1015.5,10.0,16.4,24.1,33.0,57.9,37.0,0.01,999.9,0,5,2015-11-13,679
2015-11-14,2015,11,14,42.3,25.6,1024.6,10.0,7.0,14.0,22.9,57.9,30.9,0.0,999.9,0,6,2015-11-14,696
2015-11-15,2015,11,15,54.1,32.6,1023.3,10.0,8.3,13.0,19.0,66.0,30.9,0.0,999.9,0,7,2015-11-15,722
2015-11-16,2015,11,16,53.1,33.8,1021.1,10.0,8.8,15.9,22.9,66.0,44.1,0.0,999.9,0,1,2015-11-16,744
2015-11-17,2015,11,17,53.1,47.2,1016.6,7.9,12.0,20.0,27.0,60.1,48.0,0.03,999.9,0,2,2015-11-17,667
2015-11-18,2015,11,18,60.1,49.2,1001.9,9.1,17.0,22.0,35.9,63.0,48.9,0.44,999.9,0,3,2015-11-18,683
2015-11-19,2015,11,19,46.0,29.7,1009.8,10.0,15.8,26.0,35.9,63.0,41.0,0.12,999.9,0,4,2015-11-19,696
2015-11-20,2015,11,20,38.2,16.1,1023.6,10.0,10.5,15.0,21.0,50.0,33.1,0.0,999.9,0,5,2015-11-20,713
2015-11-21,2015,11,21,33.6,30.1,1021.0,2.8,10.3,22.0,28.9,43.0,28.9,0.3,3.9,1,6,2015-11-21,528
2015-11-22,2015,11,22,21.4,13.2,1023.0,10.0,7.4,17.1,999.9,35.1,12.9,0.37,3.1,0,7,2015-11-22,520
2015-11-23,2015,11,23,31.0,21.6,1018.3,10.0,8.8,11.1,999.9,39.0,12.9,0.0,2.0,0,1,2015-11-23,650
2015-11-24,2015,11,24,34.7,27.1,1025.6,9.5,4.0,11.1,999.9,45.0,26.1,0.0,1.2,0,2,2015-11-24,607
2015-11-25,2015,11,25,44.7,32.2,1024.3,10.0,9.3,15.0,22.9,53.1,26.1,0.0,1.2,0,3,2015-11-25,619
2015-11-26,2015,11,26,55.0,46.0,1023.5,8.1,12.9,15.9,26.0,62.6,50.0,0.26,999.9,0,4,2015-11-26,589
2015-11-27,2015,11,27,47.6,42.1,1024.6,5.5,13.8,20.0,27.0,62.1,37.9,1.02,999.9,0,5,2015-11-27,613
2015-11-28,2015,11,28,39.0,29.3,1029.4,10.0,12.3,15.9,24.1,39.9,37.0,0.09,999.9,0,6,2015-11-28,658
2015-11-29,2015,11,29,36.8,27.7,1028.4,10.0,6.9,9.9,999.9,43.0,30.0,0.0,999.9,0,7,2015-11-29,612
2015-11-30,2015,11,30,42.1,29.7,1022.8,9.8,10.1,15.0,17.1,46.0,30.0,0.0,999.9,0,1,2015-11-30,666
2015-12-01,2015,12,01,43.5,35.8,1011.2,6.6,9.6,18.1,22.0,46.0,39.0,0.3,999.9,0,2,2015-12-01,793
2015-12-02,2015,12,02,36.5,30.1,1009.8,6.9,7.5,13.0,18.1,45.0,33.1,0.03,999.9,1,3,2015-12-02,716
2015-12-03,2015,12,03,34.2,26.9,1022.9,8.7,8.4,14.0,999.9,39.0,30.9,0.1,999.9,0,4,2015-12-03,710
2015-12-04,2015,12,04,38.3,31.5,1032.7,6.0,8.9,13.0,19.0,48.0,30.9,0.0,999.9,0,5,2015-12-04,700
2015-12-05,2015,12,05,36.3,30.8,1036.5,5.1,7.1,9.9,14.0,48.0,30.0,0.0,999.9,1,6,2015-12-05,707
2015-12-06,2015,12,06,38.7,31.2,1028.2,8.8,5.2,8.0,999.9,48.0,30.0,0.0,999.9,0,7,2015-12-06,687
2015-12-07,2015,12,07,37.2,33.2,1023.8,4.5,4.4,9.9,15.9,48.0,32.0,0.0,999.9,1,1,2015-12-07,689
2015-12-08,2015,12,08,41.9,36.1,1014.5,5.7,9.4,13.0,20.0,46.9,33.1,0.0,999.9,0,2,2015-12-08,732
2015-12-09,2015,12,09,48.2,39.8,1006.7,8.7,7.8,13.0,999.9,54.0,43.0,0.0,999.9,0,3,2015-12-09,685
2015-12-10,2015,12,10,50.0,37.8,1004.0,10.0,12.2,25.1,38.1,60.1,43.0,0.0,999.9,0,4,2015-12-10,690
2015-12-11,2015,12,11,49.1,34.3,1006.8,10.0,8.3,13.0,22.0,60.1,43.0,0.0,999.9,0,5,2015-12-11,742
2015-12-12,2015,12,12,55.3,49.8,1011.7,4.7,4.2,7.0,999.9,60.1,44.1,0.0,999.9,0,6,2015-12-12,752
2015-12-13,2015,12,13,59.7,55.1,1010.1,6.2,8.0,14.0,20.0,64.0,51.1,0.05,999.9,0,7,2015-12-13,650
2015-12-14,2015,12,14,56.5,50.0,993.6,8.9,14.6,34.0,49.0,64.0,46.9,0.95,999.9,0,1,2015-12-14,739
2015-12-15,2015,12,15,43.2,35.3,1009.2,9.9,8.0,15.0,22.9,46.9,41.0,0.15,999.9,0,2,2015-12-15,793
2015-12-16,2015,12,16,45.1,37.6,1007.5,9.0,11.9,20.0,28.9,55.0,42.1,0.0,999.9,0,3,2015-12-16,722
2015-12-17,2015,12,17,34.9,22.9,1010.9,10.0,14.7,20.0,27.0,55.0,30.9,0.09,999.9,0,4,2015-12-17,727
2015-12-18,2015,12,18,29.8,16.5,1015.7,10.0,11.0,20.0,27.0,36.0,26.1,0.0,999.9,0,5,2015-12-18,653
2015-12-19,2015,12,19,25.3,12.1,1026.1,9.7,10.7,15.0,22.0,33.1,17.1,0.0,999.9,0,6,2015-12-19,666
2015-12-20,2015,12,20,37.8,22.2,1022.6,10.0,10.9,19.0,28.9,51.1,17.1,0.0,999.9,0,7,2015-12-20,693
2015-12-21,2015,12,21,47.8,39.3,1009.2,8.5,12.8,18.1,27.0,54.0,28.0,0.03,999.9,0,1,2015-12-21,649
2015-12-22,2015,12,22,41.6,37.0,1010.4,5.3,6.9,12.0,999.9,54.0,37.0,0.3,999.9,0,2,2015-12-22,694
2015-12-23,2015,12,23,50.6,46.1,1000.2,4.0,10.7,19.0,34.0,61.0,37.0,0.01,999.9,1,3,2015-12-23,753
2015-12-24,2015,12,24,43.2,33.3,1007.0,10.0,14.3,35.0,44.1,57.9,35.6,0.84,999.9,0,4,2015-12-24,675
2015-12-25,2015,12,25,41.2,32.6,1022.6,9.9,6.4,12.0,999.9,46.0,36.0,0.0,999.9,0,5,2015-12-25,498
2015-12-26,2015,12,26,41.6,34.5,1023.7,7.9,9.6,14.0,21.0,46.0,36.0,0.0,999.9,0,6,2015-12-26,640
2015-12-27,2015,12,27,41.2,35.4,1022.3,7.0,14.5,20.0,29.9,45.0,36.0,0.39,999.9,0,7,2015-12-27,627
2015-12-28,2015,12,28,35.4,27.7,1022.3,6.8,19.4,27.0,35.9,43.0,32.0,0.01,999.9,0,1,2015-12-28,516
2015-12-29,2015,12,29,35.5,30.3,1010.2,8.1,12.9,18.1,26.0,42.1,32.0,1.82,999.9,0,2,2015-12-29,624
2015-12-30,2015,12,30,30.3,22.9,1022.7,8.5,6.9,9.9,999.9,41.0,28.0,0.0,3.9,1,3,2015-12-30,603
2015-12-31,2015,12,31,28.5,20.4,1024.9,9.0,8.4,11.1,999.9,28.9,28.0,0.0,3.1,0,4,2015-12-31,610
2016-01-01,2016,01,01,25.3,16.2,1024.2,9.5,13.0,15.9,25.1,30.0,19.9,0.0,2.0,0,5,2016-01-01,1150
2016-01-02,2016,01,02,28.6,19.2,1020.0,10.0,9.2,14.0,999.9,33.1,21.9,0.0,2.0,0,6,2016-01-02,576
2016-01-03,2016,01,03,28.8,18.7,1019.1,10.0,10.9,19.0,24.1,33.1,24.1,0.0,2.0,0,7,2016-01-03,618
2016-01-04,2016,01,04,28.5,17.3,1029.7,9.8,10.5,17.1,22.9,32.0,25.0,0.0,2.0,0,1,2016-01-04,626
2016-01-05,2016,01,05,27.5,16.9,1034.6,10.0,8.3,13.0,20.0,34.0,21.0,0.0,1.2,0,2,2016-01-05,627
2016-01-06,2016,01,06,31.1,20.3,1027.6,10.0,7.0,11.1,999.9,39.0,25.0,0.0,1.2,0,3,2016-01-06,626
2016-01-07,2016,01,07,38.6,24.3,1020.7,10.0,6.3,8.9,999.9,43.0,36.0,0.0,1.2,0,4,2016-01-07,706
2016-01-08,2016,01,08,41.9,34.6,1012.2,6.5,5.8,8.9,999.9,45.0,39.0,0.0,1.2,0,5,2016-01-08,742
2016-01-09,2016,01,09,40.5,37.2,1009.1,3.0,6.2,9.9,999.9,46.4,33.1,0.18,999.9,1,6,2016-01-09,650
2016-01-10,2016,01,10,20.6,13.1,1013.5,8.7,15.6,20.0,31.1,34.0,8.1,0.27,1.2,0,7,2016-01-10,597
2016-01-11,2016,01,11,8.3,-0.8,1019.8,8.7,9.8,15.0,21.0,21.9,1.9,0.0,1.2,0,1,2016-01-11,513
2016-01-12,2016,01,12,16.2,6.3,1016.0,6.2,14.3,21.0,33.0,26.6,8.1,0.06,2.0,0,2,2016-01-12,548
2016-01-13,2016,01,13,9.0,-0.1,1021.3,9.9,8.2,12.0,17.1,24.1,1.9,0.0,2.0,0,3,2016-01-13,654
2016-01-14,2016,01,14,33.9,24.8,1007.5,10.0,8.6,14.0,22.9,45.0,23.0,0.0,1.2,0,4,2016-01-14,734
2016-01-15,2016,01,15,41.1,34.5,998.5,9.0,10.8,15.9,21.0,45.0,34.0,0.0,999.9,0,5,2016-01-15,733
2016-01-16,2016,01,16,30.4,20.3,1008.8,9.3,11.2,15.9,22.0,34.0,27.0,0.02,999.9,0,6,2016-01-16,651
2016-01-17,2016,01,17,9.6,-3.8,1018.7,10.0,13.6,20.0,25.1,25.0,3.2,0.0,999.9,0,7,2016-01-17,537
2016-01-18,2016,01,18,2.8,-10.8,1027.3,10.0,11.5,17.1,21.0,10.0,-2.0,0.0,999.9,0,1,2016-01-18,515
2016-01-19,2016,01,19,8.1,-5.3,1032.9,10.0,6.4,13.0,19.0,18.0,1.9,0.0,999.9,0,2,2016-01-19,610
2016-01-20,2016,01,20,18.8,8.5,1028.4,8.0,2.9,6.0,999.9,25.0,12.9,0.03,1.2,0,3,2016-01-20,619
